1.285999999999999943e+02,1.330000000000000000e+02,1.641999999999999886e+02,1.975999999999999943e+02,2.338000000000000114e+02,2.770000000000000000e+02,3.006000000000000227e+02,3.493999999999999773e+02,3.866000000000000227e+02,4.263999999999999773e+02,4.896000000000000227e+02,5.182000000000000455e+02,5.543999999999999773e+02,6.267999999999999545e+02,6.492000000000000455e+02,7.050000000000000000e+02,7.727999999999999545e+02,8.000000000000000000e+02,8.337999999999999545e+02,8.663999999999999773e+02,9.342000000000000455e+02,9.532000000000000455e+02,1.027000000000000000e+03,1.091400000000000091e+03
1.144000000000000057e+02,1.318000000000000114e+02,1.644000000000000057e+02,1.974000000000000057e+02,2.258000000000000114e+02,2.440000000000000000e+02,3.056000000000000227e+02,3.370000000000000000e+02,3.776000000000000227e+02,4.208000000000000114e+02,4.626000000000000227e+02,5.008000000000000114e+02,5.340000000000000000e+02,5.637999999999999545e+02,6.207999999999999545e+02,6.637999999999999545e+02,7.160000000000000000e+02,7.812000000000000455e+02,8.093999999999999773e+02,8.536000000000000227e+02,9.230000000000000000e+02,9.542000000000000455e+02,9.827999999999999545e+02,1.011200000000000045e+03
1.047999999999999972e+02,1.294000000000000057e+02,1.494000000000000057e+02,1.848000000000000114e+02,2.165999999999999943e+02,2.528000000000000114e+02,2.920000000000000000e+02,3.340000000000000000e+02,3.661999999999999886e+02,4.060000000000000000e+02,4.461999999999999886e+02,4.790000000000000000e+02,5.327999999999999545e+02,5.796000000000000227e+02,6.252000000000000455e+02,6.523999999999999773e+02,7.372000000000000455e+02,7.647999999999999545e+02,8.003999999999999773e+02,8.530000000000000000e+02,8.856000000000000227e+02,9.573999999999999773e+02,9.786000000000000227e+02,1.041599999999999909e+03
1.110000000000000000e+02,1.192000000000000028e+02,1.531999999999999886e+02,1.824000000000000057e+02,2.165999999999999943e+02,2.385999999999999943e+02,2.836000000000000227e+02,3.146000000000000227e+02,3.593999999999999773e+02,4.000000000000000000e+02,4.473999999999999773e+02,4.861999999999999886e+02,5.243999999999999773e+02,5.626000000000000227e+02,6.063999999999999773e+02,6.523999999999999773e+02,6.872000000000000455e+02,7.506000000000000227e+02,7.883999999999999773e+02,8.382000000000000455e+02,8.882000000000000455e+02,9.202000000000000455e+02,9.897999999999999545e+02,1.016200000000000045e+03
1.094000000000000057e+02,1.227999999999999972e+02,1.500000000000000000e+02,1.844000000000000057e+02,2.235999999999999943e+02,2.405999999999999943e+02,2.800000000000000000e+02,3.220000000000000000e+02,3.726000000000000227e+02,3.941999999999999886e+02,4.541999999999999886e+02,4.881999999999999886e+02,5.066000000000000227e+02,5.677999999999999545e+02,6.050000000000000000e+02,6.390000000000000000e+02,7.083999999999999773e+02,7.436000000000000227e+02,7.853999999999999773e+02,8.140000000000000000e+02,8.710000000000000000e+02,9.230000000000000000e+02,9.867999999999999545e+02,1.014000000000000000e+03
1.022000000000000028e+02,1.147999999999999972e+02,1.441999999999999886e+02,1.775999999999999943e+02,2.055999999999999943e+02,2.450000000000000000e+02,2.760000000000000000e+02,3.073999999999999773e+02,3.580000000000000000e+02,3.946000000000000227e+02,4.363999999999999773e+02,4.826000000000000227e+02,5.093999999999999773e+02,5.453999999999999773e+02,6.206000000000000227e+02,6.527999999999999545e+02,6.933999999999999773e+02,7.327999999999999545e+02,7.573999999999999773e+02,8.206000000000000227e+02,8.572000000000000455e+02,9.357999999999999545e+02,9.583999999999999773e+02,1.017200000000000045e+03
1.077999999999999972e+02,1.147999999999999972e+02,1.474000000000000057e+02,1.811999999999999886e+02,2.005999999999999943e+02,2.344000000000000057e+02,2.561999999999999886e+02,3.111999999999999886e+02,3.558000000000000114e+02,3.893999999999999773e+02,4.290000000000000000e+02,4.618000000000000114e+02,5.232000000000000455e+02,5.467999999999999545e+02,6.002000000000000455e+02,6.502000000000000455e+02,6.803999999999999773e+02,7.093999999999999773e+02,7.667999999999999545e+02,8.040000000000000000e+02,8.667999999999999545e+02,8.967999999999999545e+02,9.636000000000000227e+02,9.867999999999999545e+02
1.034000000000000057e+02,1.210000000000000000e+02,1.471999999999999886e+02,1.764000000000000057e+02,2.078000000000000114e+02,2.471999999999999886e+02,2.573999999999999773e+02,3.020000000000000000e+02,3.396000000000000227e+02,3.706000000000000227e+02,4.291999999999999886e+02,4.448000000000000114e+02,4.976000000000000227e+02,5.497999999999999545e+02,5.862000000000000455e+02,6.227999999999999545e+02,6.783999999999999773e+02,7.257999999999999545e+02,7.446000000000000227e+02,8.020000000000000000e+02,8.472000000000000455e+02,8.900000000000000000e+02,9.306000000000000227e+02,9.966000000000000227e+02
1.042000000000000028e+02,1.114000000000000057e+02,1.360000000000000000e+02,1.685999999999999943e+02,2.050000000000000000e+02,2.411999999999999886e+02,2.701999999999999886e+02,3.091999999999999886e+02,3.400000000000000000e+02,3.796000000000000227e+02,4.356000000000000227e+02,4.610000000000000000e+02,4.950000000000000000e+02,5.390000000000000000e+02,5.836000000000000227e+02,6.280000000000000000e+02,6.626000000000000227e+02,7.320000000000000000e+02,7.412000000000000455e+02,8.057999999999999545e+02,8.427999999999999545e+02,8.852000000000000455e+02,9.257999999999999545e+02,9.990000000000000000e+02
1.015999999999999943e+02,1.102000000000000028e+02,1.468000000000000114e+02,1.680000000000000000e+02,2.141999999999999886e+02,2.301999999999999886e+02,2.751999999999999886e+02,3.060000000000000000e+02,3.330000000000000000e+02,3.868000000000000114e+02,4.170000000000000000e+02,4.621999999999999886e+02,5.108000000000000114e+02,5.436000000000000227e+02,5.856000000000000227e+02,6.346000000000000227e+02,6.900000000000000000e+02,7.112000000000000455e+02,7.622000000000000455e+02,8.007999999999999545e+02,8.583999999999999773e+02,9.007999999999999545e+02,9.253999999999999773e+02,9.827999999999999545e+02
