1.534000000000000057e+02,1.510000000000000000e+02,1.605999999999999943e+02,1.528000000000000114e+02,1.794000000000000057e+02,2.010000000000000000e+02,1.908000000000000114e+02,2.074000000000000057e+02,2.220000000000000000e+02,2.214000000000000057e+02,2.535999999999999943e+02,2.640000000000000000e+02,2.561999999999999886e+02,2.871999999999999886e+02,2.940000000000000000e+02,2.980000000000000000e+02,3.101999999999999886e+02,3.400000000000000000e+02,3.420000000000000000e+02,3.536000000000000227e+02,3.731999999999999886e+02,3.750000000000000000e+02,3.970000000000000000e+02,4.223999999999999773e+02
1.281999999999999886e+02,1.222000000000000028e+02,1.484000000000000057e+02,1.321999999999999886e+02,1.614000000000000057e+02,1.670000000000000000e+02,1.681999999999999886e+02,1.831999999999999886e+02,2.010000000000000000e+02,2.050000000000000000e+02,2.221999999999999886e+02,2.378000000000000114e+02,2.424000000000000057e+02,2.514000000000000057e+02,2.693999999999999773e+02,2.691999999999999886e+02,2.906000000000000227e+02,3.148000000000000114e+02,3.086000000000000227e+02,3.388000000000000114e+02,3.593999999999999773e+02,3.600000000000000000e+02,3.776000000000000227e+02,4.051999999999999886e+02
1.190000000000000000e+02,1.134000000000000057e+02,1.260000000000000000e+02,1.298000000000000114e+02,1.471999999999999886e+02,1.584000000000000057e+02,1.608000000000000114e+02,1.738000000000000114e+02,1.984000000000000057e+02,1.871999999999999886e+02,2.124000000000000057e+02,2.301999999999999886e+02,2.285999999999999943e+02,2.488000000000000114e+02,2.551999999999999886e+02,2.673999999999999773e+02,2.751999999999999886e+02,3.018000000000000114e+02,2.998000000000000114e+02,3.128000000000000114e+02,3.393999999999999773e+02,3.271999999999999886e+02,3.561999999999999886e+02,3.773999999999999773e+02
1.110000000000000000e+02,1.085999999999999943e+02,1.202000000000000028e+02,1.275999999999999943e+02,1.384000000000000057e+02,1.534000000000000057e+02,1.611999999999999886e+02,1.685999999999999943e+02,1.900000000000000000e+02,1.838000000000000114e+02,1.950000000000000000e+02,2.135999999999999943e+02,2.211999999999999886e+02,2.340000000000000000e+02,2.545999999999999943e+02,2.560000000000000000e+02,2.721999999999999886e+02,2.940000000000000000e+02,2.853999999999999773e+02,3.013999999999999773e+02,3.273999999999999773e+02,3.208000000000000114e+02,3.511999999999999886e+02,3.810000000000000000e+02
1.087999999999999972e+02,1.104000000000000057e+02,1.234000000000000057e+02,1.214000000000000057e+02,1.424000000000000057e+02,1.511999999999999886e+02,1.484000000000000057e+02,1.620000000000000000e+02,1.794000000000000057e+02,1.845999999999999943e+02,1.931999999999999886e+02,2.090000000000000000e+02,2.064000000000000057e+02,2.330000000000000000e+02,2.385999999999999943e+02,2.391999999999999886e+02,2.650000000000000000e+02,2.888000000000000114e+02,2.833999999999999773e+02,3.046000000000000227e+02,3.278000000000000114e+02,3.226000000000000227e+02,3.446000000000000227e+02,3.493999999999999773e+02
1.070000000000000000e+02,1.080000000000000000e+02,1.187999999999999972e+02,1.177999999999999972e+02,1.370000000000000000e+02,1.461999999999999886e+02,1.484000000000000057e+02,1.628000000000000114e+02,1.851999999999999886e+02,1.815999999999999943e+02,2.035999999999999943e+02,2.231999999999999886e+02,1.998000000000000114e+02,2.405999999999999943e+02,2.428000000000000114e+02,2.470000000000000000e+02,2.590000000000000000e+02,2.776000000000000227e+02,2.780000000000000000e+02,2.950000000000000000e+02,3.066000000000000227e+02,3.243999999999999773e+02,3.561999999999999886e+02,3.601999999999999886e+02
1.022000000000000028e+02,9.959999999999999432e+01,1.214000000000000057e+02,1.155999999999999943e+02,1.351999999999999886e+02,1.425999999999999943e+02,1.461999999999999886e+02,1.578000000000000114e+02,1.748000000000000114e+02,1.680000000000000000e+02,1.950000000000000000e+02,2.105999999999999943e+02,1.971999999999999886e+02,2.284000000000000057e+02,2.371999999999999886e+02,2.461999999999999886e+02,2.768000000000000114e+02,2.838000000000000114e+02,2.718000000000000114e+02,2.873999999999999773e+02,3.101999999999999886e+02,3.120000000000000000e+02,3.353999999999999773e+02,3.640000000000000000e+02
1.040000000000000000e+02,1.007999999999999972e+02,1.204000000000000057e+02,1.187999999999999972e+02,1.321999999999999886e+02,1.401999999999999886e+02,1.360000000000000000e+02,1.621999999999999886e+02,1.778000000000000114e+02,1.808000000000000114e+02,1.868000000000000114e+02,2.034000000000000057e+02,2.050000000000000000e+02,2.255999999999999943e+02,2.384000000000000057e+02,2.368000000000000114e+02,2.571999999999999886e+02,2.740000000000000000e+02,2.738000000000000114e+02,2.936000000000000227e+02,3.120000000000000000e+02,3.090000000000000000e+02,3.323999999999999773e+02,3.453999999999999773e+02
1.004000000000000057e+02,1.017999999999999972e+02,1.197999999999999972e+02,1.157999999999999972e+02,1.315999999999999943e+02,1.415999999999999943e+02,1.425999999999999943e+02,1.518000000000000114e+02,1.760000000000000000e+02,1.741999999999999886e+02,1.928000000000000114e+02,2.055999999999999943e+02,2.061999999999999886e+02,2.278000000000000114e+02,2.388000000000000114e+02,2.408000000000000114e+02,2.510000000000000000e+02,2.653999999999999773e+02,2.793999999999999773e+02,2.973999999999999773e+02,3.213999999999999773e+02,3.101999999999999886e+02,3.240000000000000000e+02,3.431999999999999886e+02
1.064000000000000057e+02,1.032000000000000028e+02,1.157999999999999972e+02,1.192000000000000028e+02,1.288000000000000114e+02,1.485999999999999943e+02,1.405999999999999943e+02,1.501999999999999886e+02,1.638000000000000114e+02,1.704000000000000057e+02,1.940000000000000000e+02,1.998000000000000114e+02,1.974000000000000057e+02,2.238000000000000114e+02,2.358000000000000114e+02,2.275999999999999943e+02,2.608000000000000114e+02,2.836000000000000227e+02,2.651999999999999886e+02,2.931999999999999886e+02,3.033999999999999773e+02,3.051999999999999886e+02,3.308000000000000114e+02,3.450000000000000000e+02
